2018-08-29 09:59:04: -- Analysis Started by On File Change, After Delay
2018-08-29 09:59:10: Changes: 3,119, Conflicts: 0, CopyTime: 0, FixState: 0, Errors: 0, All: 7381
2018-08-29 09:59:10: Left to Right: Copy File: 3119 
2018-08-29 09:59:29: Copy Over 'D:/repository/.git/objects/76/7ef5d7a91b9391a00c07c1e1ae423b3fe1c9be' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/76/7ef5d7a91b9391a00c07c1e1ae423b3fe1c9be' (94)
2018-08-29 09:59:29: Copy Over 'D:/repository/.git/objects/76/8c193589054a921ca1be33722f46bb80521f0d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/76/8c193589054a921ca1be33722f46bb80521f0d' (340)
2018-08-29 09:59:29: Copy New 'D:/repository/.git/objects/76/a16510616e22c513b69967c113dd3404a03218' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/76/a16510616e22c513b69967c113dd3404a03218' (83)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/76/a19678553418a91c7581219e41e917b64c592c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/76/a19678553418a91c7581219e41e917b64c592c' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/76/c7657d33b4d31a2e7827f0b0db9556054602bb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/76/c7657d33b4d31a2e7827f0b0db9556054602bb' (339)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/76/c8b77676cdd60c6d6dd192b7323b34c67ae07b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/76/c8b77676cdd60c6d6dd192b7323b34c67ae07b' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/76/d1e0969df7ffb82225c6d5fabafcdd3e2105c3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/76/d1e0969df7ffb82225c6d5fabafcdd3e2105c3' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/132d00ffb72af76f43b467cecd53f12236567f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/132d00ffb72af76f43b467cecd53f12236567f' (340)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/1685d265c560aac11abea16d50382b4ee237f7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/1685d265c560aac11abea16d50382b4ee237f7' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/4862d919526de3d4b72e0dee89c94dd4b50500' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/4862d919526de3d4b72e0dee89c94dd4b50500' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/5475052d79a10d81141ae4abff4d45c7f5b7f5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/5475052d79a10d81141ae4abff4d45c7f5b7f5' (340)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/77/579008c715c9f93826908e70ee2ae2a242a388' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/579008c715c9f93826908e70ee2ae2a242a388' (1,555)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/5fbf7f2e579cd7bfef482b4f202ef0c3f7b27a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/5fbf7f2e579cd7bfef482b4f202ef0c3f7b27a' (203)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/8610f558ef2b4336dce182751ba4f0186e9dc0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/8610f558ef2b4336dce182751ba4f0186e9dc0' (339)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/b79d66a6ee33246e9fc152db68d02146cc8606' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/b79d66a6ee33246e9fc152db68d02146cc8606' (341)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/d00976aa0be40e829e67fe6cf88fbb940cd801' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/d00976aa0be40e829e67fe6cf88fbb940cd801' (340)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/77/d0750191f0df3525a106bee4fd705097daddcb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/d0750191f0df3525a106bee4fd705097daddcb' (6,265)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/db992a3d02602453aa04624d6ba577b4229dee' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/db992a3d02602453aa04624d6ba577b4229dee' (3,771)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/77/fb57db618f32be31b626a5186b4f25d4d2a6b5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/77/fb57db618f32be31b626a5186b4f25d4d2a6b5' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/0e6f892153beea2a364b227db824026af9e6eb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/0e6f892153beea2a364b227db824026af9e6eb' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/137f0c3418b2d1aab38de7f37e6c38c0278bef' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/137f0c3418b2d1aab38de7f37e6c38c0278bef' (339)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/4d595e4c0acceac6bd04bde504ca8725059e62' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/4d595e4c0acceac6bd04bde504ca8725059e62' (1,635)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/88c62e8295b1ba2203ffeab606783fc190b829' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/88c62e8295b1ba2203ffeab606783fc190b829' (344)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/78/957a0adb9f476ac67185b759c33adfcab689b0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/957a0adb9f476ac67185b759c33adfcab689b0' (255)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/9cf2459baab139187883cdbb1a4dd36a741dab' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/9cf2459baab139187883cdbb1a4dd36a741dab' (334)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/a417a8dc67eca09fe0d1769d47c39f19e49fff' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/a417a8dc67eca09fe0d1769d47c39f19e49fff' (340)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/aa91fbcbf4159a819252dc001ff109e6052f09' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/aa91fbcbf4159a819252dc001ff109e6052f09' (338)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/bbd800950cd115205fdefa4c568d044104efd6' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/bbd800950cd115205fdefa4c568d044104efd6' (342)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/c5f6380160921e0d2185ee81b770d943c03430' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/c5f6380160921e0d2185ee81b770d943c03430' (468)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/cfa31979423148e05acf6554269705c6e38927' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/cfa31979423148e05acf6554269705c6e38927' (400)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/d354884fe612f9ae09ce2d8489eb4337b00a98' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/d354884fe612f9ae09ce2d8489eb4337b00a98' (437)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/e5fa13babb0ea43b578a1cc513e371d45b6b84' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/e5fa13babb0ea43b578a1cc513e371d45b6b84' (334)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/78/fe02b3f3d1f841bd3565b056d7538dea876732' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/78/fe02b3f3d1f841bd3565b056d7538dea876732' (309)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/14808ad7e2e8210710c6411a9676c33094b839' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/14808ad7e2e8210710c6411a9676c33094b839' (340)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/3d577ed4df4c2a24c098ea8949cad7e813cba5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/3d577ed4df4c2a24c098ea8949cad7e813cba5' (348)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/5190daf6e6ae8cc7cd11dad882a439f7c6975a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/5190daf6e6ae8cc7cd11dad882a439f7c6975a' (341)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/670676730f2db938c7a2d306fec35db5aff950' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/670676730f2db938c7a2d306fec35db5aff950' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/7855f479a3f78f20aeb71b4291fa637a4183db' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/7855f479a3f78f20aeb71b4291fa637a4183db' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/8938fd02596ab75b4b1ea34a0528ebb160a902' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/8938fd02596ab75b4b1ea34a0528ebb160a902' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/bf5ccb0a66dbc32e3a848aacd22f4f75f2e482' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/bf5ccb0a66dbc32e3a848aacd22f4f75f2e482' (341)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/f479c026eaac55b5b80e70133ebe8362d526e7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/f479c026eaac55b5b80e70133ebe8362d526e7' (400)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/79/f598b8545597e64aeb8ec5ff18886ade77ed54' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/79/f598b8545597e64aeb8ec5ff18886ade77ed54' (334)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/0eecd4e2ea3edfc0e3b21ad2550deb3a26fe15' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/0eecd4e2ea3edfc0e3b21ad2550deb3a26fe15' (340)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/7a/0f8e003091c179171899d0c4f568b413fee0ef' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/0f8e003091c179171899d0c4f568b413fee0ef' (379)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/1f74ff70b844096d844e971a4c133cad761d00' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/1f74ff70b844096d844e971a4c133cad761d00' (341)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/5d8617b128c75d7dda5df9f43140146ad04ffd' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/5d8617b128c75d7dda5df9f43140146ad04ffd' (1,188)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/5ea5eece8f106c558c8625a8235e7fa55b8ac0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/5ea5eece8f106c558c8625a8235e7fa55b8ac0' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/6a388ab2a9de49b87990d0b84f84eb85742593' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/6a388ab2a9de49b87990d0b84f84eb85742593' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/92a84febce494d089e3671573ed7cad9339ede' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/92a84febce494d089e3671573ed7cad9339ede' (340)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/972d655f4d620181173cf5e874e3c8b93ec967' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/972d655f4d620181173cf5e874e3c8b93ec967' (341)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/c04ef4bffabb49688cd9d739b8023be924aa38' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/c04ef4bffabb49688cd9d739b8023be924aa38' (339)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/c3582afc04b1d1d9e463f6a43fa8cd719b38f7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/c3582afc04b1d1d9e463f6a43fa8cd719b38f7' (339)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/f06c73878785528da8a6583e1deb8ec723f4a8' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/f06c73878785528da8a6583e1deb8ec723f4a8' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/fd64fe4c8a8077ad98bc29991b1794f5b7efa9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/fd64fe4c8a8077ad98bc29991b1794f5b7efa9' (341)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7a/fef37b5d9607900608a0433cacab1b550e60de' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7a/fef37b5d9607900608a0433cacab1b550e60de' (337)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7b/2feebeb417ef62c8ac0f07f3fcc4fa576a6a6b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7b/2feebeb417ef62c8ac0f07f3fcc4fa576a6a6b' (393)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/7b/53fd41e154df5b4317cfa8c8614ec21087a963' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7b/53fd41e154df5b4317cfa8c8614ec21087a963' (1,707)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7b/892929175a28edbb160a8997b3d94b7465cd33' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7b/892929175a28edbb160a8997b3d94b7465cd33' (340)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/7b/93bcccb0c9900a126997c21d190fd191f6a6ce' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7b/93bcccb0c9900a126997c21d190fd191f6a6ce' (1,303)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/7b/bc3e2fa322b915613f4a44d65f0b7087b92371' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7b/bc3e2fa322b915613f4a44d65f0b7087b92371' (3,732)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/7b/f3a326fd55a07b5bb4419f9b1bc78fea3a36ee' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7b/f3a326fd55a07b5bb4419f9b1bc78fea3a36ee' (46)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/13c9ea5db1581ea8ca18d7b150294e8eb2719b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/13c9ea5db1581ea8ca18d7b150294e8eb2719b' (338)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/1b85dfa782bec7d96629b212f2d161dd26c471' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/1b85dfa782bec7d96629b212f2d161dd26c471' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/1c6e5ed7effbae48538b3dba0f02e3e0745c72' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/1c6e5ed7effbae48538b3dba0f02e3e0745c72' (341)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/3c38689d3ffc91c39a9d30bbe77dd4e869840e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/3c38689d3ffc91c39a9d30bbe77dd4e869840e' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/45d967ab122e858d96102e90cbc278d52a18ee' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/45d967ab122e858d96102e90cbc278d52a18ee' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/4fdff1ddfc7040e88eef4c2e1746ca778203aa' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/4fdff1ddfc7040e88eef4c2e1746ca778203aa' (335)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/7d38dd7ab8d8b7afa9346fbb018f02c77945e3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/7d38dd7ab8d8b7afa9346fbb018f02c77945e3' (340)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/84c4436d57fc776b9aac14d3323ba90d78653d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/84c4436d57fc776b9aac14d3323ba90d78653d' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/9e239164ba8b2f123379a79fa6526e7ee86df9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/9e239164ba8b2f123379a79fa6526e7ee86df9' (377)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/a56b6c658bb09aa5b44056d4827492b13d69fd' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/a56b6c658bb09aa5b44056d4827492b13d69fd' (336)
2018-08-29 09:59:30: Copy New 'D:/repository/.git/objects/7c/aae138834a421993b00a2cb1ad4cb1ce275d71' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/aae138834a421993b00a2cb1ad4cb1ce275d71' (717)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/c74d8d4ba2ccec4ee43ef69a7cd3e034728838' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/c74d8d4ba2ccec4ee43ef69a7cd3e034728838' (340)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/c8088062a1ddba6f7c0d1e63be6c41bb65ddca' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/c8088062a1ddba6f7c0d1e63be6c41bb65ddca' (336)
2018-08-29 09:59:30: Copy Over 'D:/repository/.git/objects/7c/cc309a6c8ff9ff9f8c17510b0f7382119a5d2f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/cc309a6c8ff9ff9f8c17510b0f7382119a5d2f' (337)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7c/fb36d4f0cba73e7298a306bc1fb1487a840700' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7c/fb36d4f0cba73e7298a306bc1fb1487a840700' (242)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7d/1755ce78ca2c3a3bd455d6b28118d469c03810' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/1755ce78ca2c3a3bd455d6b28118d469c03810' (340)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7d/633aabe2c79af7dba3f77f0b9f6ac42934cba4' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/633aabe2c79af7dba3f77f0b9f6ac42934cba4' (495)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7d/638b1d6002bdeac28d672a833d2f55dc18a491' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/638b1d6002bdeac28d672a833d2f55dc18a491' (1,141)
2018-08-29 09:59:31: Copy New 'D:/repository/.git/objects/7d/6955080a04c81a03d2575a0bfaea827bad81b9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/6955080a04c81a03d2575a0bfaea827bad81b9' (377)
2018-08-29 09:59:31: Copy New 'D:/repository/.git/objects/7d/751b4adecd74974e4c25f6a9e1d687bf4efeb7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/751b4adecd74974e4c25f6a9e1d687bf4efeb7' (692)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7d/a76ac9401297ee1d7bcda2910bc08d15f0eb09' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/a76ac9401297ee1d7bcda2910bc08d15f0eb09' (2,401)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7d/a85574d1fb5e9c89450a3577f34c63da507f04' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/a85574d1fb5e9c89450a3577f34c63da507f04' (335)
2018-08-29 09:59:31: Copy New 'D:/repository/.git/objects/7d/d019887d6e7dfd13bc5c94f45b4ff533632c8d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/d019887d6e7dfd13bc5c94f45b4ff533632c8d' (74,030)
2018-08-29 09:59:31: Copy New 'D:/repository/.git/objects/7d/de50ed73638bea86665431a25adbcc131196e9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7d/de50ed73638bea86665431a25adbcc131196e9' (60)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/0c792e50bb8929611d7867787364f3d05cc3a2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/0c792e50bb8929611d7867787364f3d05cc3a2' (329)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/10a8dcf30aec2fc4caeaccc49653ab56084341' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/10a8dcf30aec2fc4caeaccc49653ab56084341' (341)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/18920f3a8e454cbb7fdbdb96666c179e33e3ac' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/18920f3a8e454cbb7fdbdb96666c179e33e3ac' (371)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/1991ba8626362f863682982cd205f23153f8a0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/1991ba8626362f863682982cd205f23153f8a0' (337)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/360307dcc1276b4d5b83af0d830a4ed0681593' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/360307dcc1276b4d5b83af0d830a4ed0681593' (954)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/799467c4c32a27a8f037646df39a20be6b4815' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/799467c4c32a27a8f037646df39a20be6b4815' (336)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/b43933535fee2937caf58322e27d0070cdd19f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/b43933535fee2937caf58322e27d0070cdd19f' (338)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/b7e1311e6d88990a61c007a36de15dae1c474f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/b7e1311e6d88990a61c007a36de15dae1c474f' (336)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/c32b19d6b551705e3243ac0cb70eb784532419' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/c32b19d6b551705e3243ac0cb70eb784532419' (346)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/ebfcb82e7697de86f48ba7a3b01388590ff04c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/ebfcb82e7697de86f48ba7a3b01388590ff04c' (339)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7e/ed35cd85c9da8d198937a9d22b9a32983c4894' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7e/ed35cd85c9da8d198937a9d22b9a32983c4894' (336)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/06bfaed454d06868b1c396b8658ff5b4a6c885' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/06bfaed454d06868b1c396b8658ff5b4a6c885' (341)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/116b491de0c168caac57a526db301bf718db38' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/116b491de0c168caac57a526db301bf718db38' (340)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/20e3a9c9c714827955add8e9d4408d9209cbdb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/20e3a9c9c714827955add8e9d4408d9209cbdb' (340)
2018-08-29 09:59:31: Copy New 'D:/repository/.git/objects/7f/22fb4f3f1d1473f998435de6ad13bba4d409e3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/22fb4f3f1d1473f998435de6ad13bba4d409e3' (83)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/5183eff5e687f40fbe80a496fdca9575eb96ef' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/5183eff5e687f40fbe80a496fdca9575eb96ef' (1,250)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/8256cc6619de7e8965c2bf883a04fb860e0979' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/8256cc6619de7e8965c2bf883a04fb860e0979' (339)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/98dc9dec5db3dcaf964742fc3859d240ca7ec8' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/98dc9dec5db3dcaf964742fc3859d240ca7ec8' (336)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/a16e6bc6cfd985e1b10c29e96533793af59d6f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/a16e6bc6cfd985e1b10c29e96533793af59d6f' (340)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/b73d86330672c40ffd85be5f8ba8311f3ae878' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/b73d86330672c40ffd85be5f8ba8311f3ae878' (339)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/c6f1f461f6056dc4fdacc54b0ab299e85414cf' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/c6f1f461f6056dc4fdacc54b0ab299e85414cf' (336)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/cd9622bc86beb555fa53aaf341f5b31630c2ac' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/cd9622bc86beb555fa53aaf341f5b31630c2ac' (341)
2018-08-29 09:59:31: Copy Over 'D:/repository/.git/objects/7f/df8dfa3e8ce19ac69238cbc12e53635072bb48' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/7f/df8dfa3e8ce19ac69238cbc12e53635072bb48' (771)
